,course_ID,course_name,semester,department_ID
76,01076,大學國文：初階語文上,112-1,0000
77,02001,日文上,112-1,1000
78,02002,日文上,112-1,2000
79,02003,日文上,112-1,3000
80,02007,日文上,112-1,7000
82,02004,日文上,112-1,5000
85,02005,日文上,112-1,9000
88,02006,日文上,112-1,6000
89,02008,日文上,112-1,B000
91,03011,英文一,112-1,8000
94,03023,英文一,112-1,4000
95,03024,英文一,112-1,4000
96,03005,英文一,112-1,1000
97,03042,英文一,112-1,H040
99,03044,英文一,112-1,9000
101,03045,英文一,112-1,6000
103,03052,英文一,112-1,7000
105,03053,英文一,112-1,B000
107,03054,英文一,112-1,7000
109,03030,英文一,112-1,A000
112,03031,英文一,112-1,5000
115,03032,英文一,112-1,A000
118,03033,英文一,112-1,5000
121,03034,英文一,112-1,A000
124,03046,英文一,112-1,9000
126,03001,英文(附一小時英聽)一,112-1,0000
127,03002,英文(附一小時英聽)一,112-1,0000
128,03003,英文(附一小時英聽)一,112-1,0000
129,03004,英文(附一小時英聽)一,112-1,0000
130,03012,英文(附一小時英聽)一,112-1,2000
132,03013,英文(附一小時英聽)一,112-1,8000
134,03014,英文(附一小時英聽)一,112-1,2000
136,03025,英文(附一小時英聽)一,112-1,4000
137,03026,英文(附一小時英聽)一,112-1,4000
138,03027,英文(附一小時英聽)一,112-1,4000
139,03028,英文(附一小時英聽)一,112-1,4000
140,03029,英文(附一小時英聽)一,112-1,4000
141,03006,英文(附一小時英聽)一,112-1,1000
142,03007,英文(附一小時英聽)一,112-1,1000
143,03008,英文(附一小時英聽)一,112-1,1000
144,03009,英文(附一小時英聽)一,112-1,1000
145,03018,英文(附一小時英聽)一,112-1,3000
146,03019,英文(附一小時英聽)一,112-1,3000
147,03020,英文(附一小時英聽)一,112-1,3000
148,03043,英文(附一小時英聽)一,112-1,5070
150,03021,英文(附一小時英聽)一,112-1,3000
151,03047,英文(附一小時英聽)一,112-1,6000
152,03048,英文(附一小時英聽)一,112-1,6000
153,03049,英文(附一小時英聽)一,112-1,9000
155,03055,英文(附一小時英聽)一,112-1,B000
157,03056,英文(附一小時英聽)一,112-1,7000
159,03057,英文(附一小時英聽)一,112-1,B000
161,03035,英文(附一小時英聽)一,112-1,5000
164,03036,英文(附一小時英聽)一,112-1,A000
167,03037,英文(附一小時英聽)一,112-1,5000
170,03038,英文(附一小時英聽)一,112-1,A000
173,03039,英文(附一小時英聽)一,112-1,5000
176,03015,英文(附一小時英聽)一,112-1,8000
178,03010,英文(附一小時英聽)一,112-1,1000
179,03022,英文(附一小時英聽)一,112-1,3000
180,03058,英文(附一小時英聽)一,112-1,7000
182,03059,英文(附一小時英聽)一,112-1,B000
184,03040,英文(附一小時英聽)一,112-1,A000
187,95007,英文(附一小時英聽)一,112-1,6000
189,03016,英文(附二小時英聽)一,112-1,2000
191,03017,英文(附二小時英聽)一,112-1,8000
193,03050,英文(附二小時英聽)一,112-1,6000
195,03060,英文(附二小時英聽)一,112-1,7000
197,03041,英文(附二小時英聽)一,112-1,5000
200,23642,印尼文一上,112-1,0000
201,56824,印尼文二上,112-1,0000
202,17894,韓文一上,112-1,0000
203,27871,韓文一上,112-1,0000
204,78991,韓文一上,112-1,0000
205,59601,韓文一上,112-1,0000
206,20026,韓文一上,112-1,0000
207,63953,韓文一上,112-1,0000
208,59638,韓文一上,112-1,0000
209,20279,韓文一上,112-1,0000
210,20116,韓文二上,112-1,0000
211,69151,韓文二上,112-1,0000
212,61677,韓文二上,112-1,0000
213,29137,韓文三上,112-1,0000
214,63610,馬來文一上,112-1,0000
215,73224,泰文一上,112-1,0000
216,12613,泰文一上,112-1,0000
217,81368,泰文一上,112-1,0000
218,62013,泰文二上,112-1,0000
219,16627,泰文三上,112-1,0000
220,16200,越南文一上,112-1,0000
221,71234,越南文一上,112-1,0000
222,59174,越南文二上,112-1,0000
223,95019,越南文二上,112-1,0000
224,52040,法文一上,112-1,0000
226,30303,法文一上,112-1,0000
227,60578,法文一上,112-1,0000
228,36190,法文一上,112-1,0000
229,49610,法文一上,112-1,1020
230,74088,法文一上,112-1,0000
231,18740,法文一上,112-1,0000
232,25556,法文一上,112-1,0000
233,70902,法文一上,112-1,3020
235,79846,法文一上,112-1,0000
236,79358,德文一上,112-1,P270
238,58134,德文一上,112-1,0000
239,55696,德文一上,112-1,3020
241,14162,德文一上,112-1,1020
242,74015,德文一上,112-1,1020
243,46625,德文一上,112-1,0000
244,35679,德文一上,112-1,0000
245,34938,西班牙文一上,112-1,P270
247,65242,西班牙文一上,112-1,0000
248,34514,西班牙文一上,112-1,0000
249,27547,西班牙文一上,112-1,0000
250,80120,西班牙文一上,112-1,3020
252,21762,西班牙文一上,112-1,0000
253,32787,西班牙文一上,112-1,1020
254,69928,西班牙文一上,112-1,1020
255,84680,俄文一上,112-1,0000
258,20752,阿拉伯文一上,112-1,1020
259,38409,義大利文一上,112-1,0000
262,32078,葡萄牙文一上,112-1,P270
264,16104,荷蘭文一上,112-1,P270
266,57245,土耳其文一上,112-1,1020
267,36554,法文二上,112-1,0000
269,50436,法文二上,112-1,1020
270,51915,法文二上,112-1,1020
271,72430,法文二上,112-1,3020
273,72359,法文二上,112-1,0000
274,65869,德文二上,112-1,0000
275,54490,德文二上,112-1,1020
276,77928,德文二上,112-1,1020
277,24253,德文二上,112-1,0000
278,85873,德文二上,112-1,0000
280,56648,西班牙文二上,112-1,P270
282,73597,西班牙文二上,112-1,1020
283,66177,西班牙文二上,112-1,1020
284,56010,西班牙文二上,112-1,3020
286,17321,西班牙文二上,112-1,0000
287,52902,俄文二上,112-1,1020
289,68034,義大利文二上,112-1,1020
291,78083,葡萄牙文二上,112-1,P270
293,45098,日文一上,112-1,0000
294,71540,日文一上,112-1,0000
295,26732,日文一上,112-1,0000
296,27304,日文一上,112-1,0000
297,37802,日文一上,112-1,1020
298,73087,日文一上,112-1,0000
299,80404,日文一上,112-1,0000
300,58970,日文一上,112-1,0000
301,82843,日文一上,112-1,0000
302,16962,日文一上,112-1,0000
303,85681,日文一上,112-1,0000
304,72252,日文一上,112-1,0000
305,20776,日文一上,112-1,0000
306,21982,日文一上,112-1,0000
307,50175,日文一上,112-1,0000
308,54695,日文一上,112-1,0000
309,16913,日文一上,112-1,0000
310,89504,日文一上,112-1,0000
311,15659,日文一上,112-1,0000
312,71027,日文一上,112-1,0000
313,23584,日文一上,112-1,0000
314,58914,日文一上,112-1,0000
315,17789,日文一上,112-1,0000
316,30478,日文一上,112-1,0000
317,10202,日文一上,112-1,0000
318,60211,日文一上,112-1,0000
319,76953,日文一上,112-1,0000
320,45034,日文一上,112-1,0000
321,32337,日文一上,112-1,0000
322,19609,日文一上,112-1,0000
323,10247,日文一上,112-1,0000
324,59746,日文一上,112-1,0000
325,77971,日文一上,112-1,0000
326,19766,日文一上,112-1,0000
327,54701,日文一上,112-1,0000
328,45537,日文一上,112-1,0000
329,31782,日文一上,112-1,0000
330,41864,日文一上,112-1,0000
331,59332,日文一上,112-1,0000
332,36332,日文一上,112-1,0000
333,55465,日文一上,112-1,0000
334,65907,日文一上,112-1,0000
335,51635,日文二上,112-1,0000
336,85228,日文二上,112-1,0000
337,78613,日文二上,112-1,0000
338,25410,日文二上,112-1,0000
339,32731,日文二上,112-1,0000
340,31492,日文二上,112-1,0000
341,22886,日文二上,112-1,0000
342,50718,日文二上,112-1,0000
343,22197,日文二上,112-1,0000
344,75092,日文二上,112-1,0000
345,43004,日文二上,112-1,0000
346,67416,日文二上,112-1,0000
347,36027,日文二上,112-1,0000
348,71727,日文二上,112-1,0000
349,80947,衛生保健,112-1,4000
352,10650,一般醫學保健,112-1,4200
353,36032,民眾基本救護,112-1,0000
355,64241,計算機概論,112-1,9020
356,32350,新生專題,112-1,H020
357,10800,新生專題,112-1,H020
358,30799,新生專題,112-1,H020
359,46539,新生專題,112-1,H020
360,89720,新生專題,112-1,H020
361,39872,新生專題,112-1,H020
362,55906,新生專題,112-1,H020
363,77904,新生專題,112-1,H020
364,62531,新生專題,112-1,H020
365,84752,新生專題,112-1,H020
366,33053,新生專題,112-1,H020
367,96001,音樂鑑賞,112-1,K010
368,96002,音樂鑑賞,112-1,K010
369,96010,東南亞文化與歷史概略,112-1,K010
370,98019,創意與經典閱讀,112-1,K020
371,98020,創意與經典閱讀,112-1,K020
372,98260,國際文化交流實務,112-1,K020
373,26144,服務學習乙社會服務,112-1,0050
374,51967,服務學習乙社會服務,112-1,0050
375,40333,服務學習乙社會服務,112-1,0050
376,36172,服務學習乙社會服務,112-1,0050
377,58558,服務學習乙社會服務,112-1,0050
378,13390,服務學習乙社會服務,112-1,0050
379,26089,服務學習乙社會服務,112-1,0050
380,50475,服務學習乙社會服務,112-1,0050
381,27144,服務學習乙藝文服務,112-1,0050
382,46282,服務學習乙各級學校育樂營,112-1,0050
383,25388,服務學習乙各級學校育樂營,112-1,0050
384,45476,服務學習乙各級學校育樂營,112-1,0050
385,42391,服務學習乙課業輔導,112-1,0050
386,29762,服務學習乙課業輔導,112-1,0050
387,54859,服務學習乙課業輔導,112-1,0050
388,52730,服務學習乙課業輔導,112-1,0050
389,62240,服務學習乙課業輔導,112-1,0050
390,12039,服務學習乙保育服務,112-1,0050
391,48903,服務學習乙宿舍服務,112-1,0050
392,16494,服務學習甲校內服務,112-1,0050
393,10018,服務學習甲校內服務,112-1,0050
394,83856,服務學習乙校內服務,112-1,0050
395,77966,服務學習乙校內服務,112-1,0050
396,22511,服務學習乙校內服務,112-1,0050
397,31699,服務學習乙校內服務,112-1,0050
405,57950,服務學習甲,112-1,1010
406,76227,服務學習甲,112-1,1010
407,67903,服務學習乙,112-1,1010
408,82043,服務學習乙,112-1,1010
409,25180,道教內丹經典導讀,112-1,1010
410,88790,紅樓夢一,112-1,1010
411,35576,國學導讀上,112-1,1010
412,83953,國學導讀上,112-1,1010
413,53551,文學概論上,112-1,1010
414,25037,近現代文學史上,112-1,1010
415,26530,今草書法研習與創作,112-1,1010
416,51321,文字學乙上,112-1,1010
417,49904,文字學乙上,112-1,1010
418,74466,語言學概論甲上,112-1,1010
419,46094,語言學概論甲上,112-1,1010
420,59626,左傳乙上,112-1,1010
421,80357,甲骨文概說,112-1,1010
422,18667,經學文獻導讀一,112-1,1010
423,76966,中國文學史上,112-1,1010
424,68803,中國文學史上,112-1,1010
425,85831,歷代文選及習作上,112-1,1010
426,67748,歷代文選及習作上,112-1,1010
427,66709,韓愈文,112-1,1010
428,34537,詩選及習作甲上,112-1,1010
429,56001,詩選及習作甲上,112-1,1010
430,21740,現代詩選上,112-1,1010
431,69175,音樂作品欣賞一,112-1,1010
432,50199,音樂作品欣賞一,112-1,1010
433,28748,聲韻學甲上,112-1,1010
434,72092,聲韻學甲上,112-1,1010
435,67470,周易甲上,112-1,1010
436,41131,尚書甲上,112-1,1010
437,21249,禮記甲上,112-1,1010
438,51136,莊子甲上,112-1,1010
439,40791,荀子甲上,112-1,1010
440,39279,小說選上,112-1,1010
441,86532,世說新語上,112-1,1010
442,65441,楚辭甲上,112-1,1010
443,44851,詞選及習作上,112-1,1010
444,71021,唐宋詩學,112-1,1010
445,58452,孫子兵法,112-1,1010
446,68817,訓詁學上,112-1,1010
447,24318,中國思想史上,112-1,1010
448,57094,中國思想史上,112-1,1010
449,26671,華語教學法,112-1,1010
450,62397,初級臺灣客語,112-1,1010
451,34270,馬華文學與文化,112-1,1010
452,15518,中國佛教史上,112-1,1010
453,67956,近現代文學批評（二）：跨文化的視野,112-1,1010
454,42904,文心雕龍上,112-1,1010
455,60705,杜甫詩上,112-1,1010
456,17055,二李詞,112-1,1010
457,68713,蒙文一,112-1,1010
458,32742,蒙文（三）,112-1,1010
459,45595,清詞選,112-1,1010
460,81966,基礎藏文文法,112-1,1010
461,86528,滿文一,112-1,1010
462,49313,滿文三,112-1,1010
463,29377,樂府詩,112-1,1010
464,42901,聊齋誌異選,112-1,1010
465,41703,臺灣閩南語一,112-1,1010
466,75073,臺灣閩南語一,112-1,1010
467,52089,文學創作（一）,112-1,1010
468,44333,古漢語語法,112-1,1010
469,19805,神話與文學,112-1,1010
476,60873,中國歷史與文化上,112-1,1011
477,34988,現代中文及習作一上,112-1,1011
478,15486,現代中文及習作二上,112-1,1011
479,72810,初級中國文字學上,112-1,1011
480,80748,國學概說上,112-1,1011
481,78089,歷代文選上,112-1,1011
482,88236,文言文進階導讀一,112-1,1011
483,26345,中國文學史一上,112-1,1011
484,15706,中國文學史二上,112-1,1011
485,67069,《史記》選讀一,112-1,1011
486,30242,歷代詩選上,112-1,1011
487,89847,宋元詩畫,112-1,1011
488,35808,儒家經典選讀,112-1,1011
489,17821,漢語語言學上,112-1,1011
490,52701,中國思想概說上,112-1,1011
492,79546,中國文學史概說一,112-1,1020
493,74774,服務學習甲,112-1,1020
494,47567,服務學習甲,112-1,1020
495,42174,服務學習甲,112-1,1020
496,15648,服務學習甲,112-1,1020
497,13355,服務學習甲,112-1,1020
498,31974,服務學習乙,112-1,1020
499,70392,服務學習乙,112-1,1020
500,26158,服務學習乙,112-1,1020
501,55548,服務學習三,112-1,1020
502,56597,服務學習三,112-1,1020
503,70576,英語聽力與發音一,112-1,1020
504,34256,感染與思想,112-1,1020
505,33643,西方同性文學選讀,112-1,1020
506,15002,西洋文學概論一,112-1,1020
507,31535,西洋文學概論一,112-1,1020
508,31480,西洋文學概論一,112-1,1020
509,24262,文學作品讀法上,112-1,1020
510,52519,文學作品讀法上,112-1,1020
511,62945,文學作品讀法上,112-1,1020
512,20820,語言學概論上,112-1,1020
513,36551,語言學概論上,112-1,1020
521,46664,拉丁文一上,112-1,1020
523,39419,阿拉伯文二上,112-1,1020
524,77655,古希臘文一上,112-1,1020
529,56598,波蘭文一上,112-1,1020
530,25758,捷克文一上,112-1,1020
531,80208,十六世紀英國文學,112-1,1020
532,30953,十七與十八世紀英國文學,112-1,1020
533,14644,維多利亞時期英國文學,112-1,1020
534,49437,二十世紀英國文學,112-1,1020
535,52076,歐洲文學1350─1800,112-1,1020
536,87662,歐洲文學1800以後,112-1,1020
537,18431,法語口語訓練一,112-1,1020
538,95030,西班牙文聽講訓練（初級）,112-1,1020
539,22873,莎士比亞十四行詩,112-1,1020
540,54581,批判閱讀與文化探索一,112-1,1020
541,70398,英國女性小說,112-1,1020
542,75688,成長小說,112-1,1020
543,88346,音韻學一,112-1,1020
544,80013,翻譯及習作上,112-1,1020
545,44646,翻譯及習作上,112-1,1020
546,12708,翻譯及習作上,112-1,1020
547,72567,翻譯及習作上,112-1,1020
548,10042,翻譯及習作上,112-1,1020
549,30125,翻譯及習作上,112-1,1020
550,55144,翻譯及習作上,112-1,1020
551,16526,翻譯實作上,112-1,1020
552,40828,翻譯實作上,112-1,1020
553,65879,句法學上,112-1,1020
561,54263,拉丁文二上,112-1,1020
564,15833,荷蘭文二上,112-1,1020
565,18638,波蘭文二上,112-1,1020
566,29361,捷克文二上,112-1,1020
567,69247,閱讀古希臘各語類上,112-1,1020
568,55468,文學理論：後結構主義及其後 (二),112-1,1020
569,85279,電影研究導論,112-1,1020
570,20970,早期西班牙電影,112-1,1020
571,42638,英文聽讀綜合訓練,112-1,1020
572,23023,新聞英文寫作一,112-1,1020
573,53057,外語教學概論,112-1,1020
574,11413,法文三上,112-1,1020
575,42742,法文三上,112-1,1020
576,59162,德文三上,112-1,1020
577,20274,德文三上,112-1,1020
578,75912,德文三上,112-1,1020
579,42407,西班牙文三上,112-1,1020
580,46783,西班牙文三上,112-1,1020
581,37482,俄文三上,112-1,1020
582,61604,波蘭文三上,112-1,1020
583,58550,捷克文三上,112-1,1020
584,11576,法文四上,112-1,1020
585,68732,德文四上,112-1,1020
586,24190,德文四上,112-1,1020
587,87225,西班牙文四上,112-1,1020
588,46542,法文媒體一,112-1,1020
589,34825,早期美國文學,112-1,1020
590,69180,二十世紀美國文學,112-1,1020
591,47954,古典戲劇,112-1,1020
592,42812,當代西方戲劇,112-1,1020
593,21933,文學、動物與社會,112-1,1020
594,17576,德國文化概述上,112-1,1020
595,27251,認識法國當代社會,112-1,1020
596,61236,伊斯蘭歷史與文化,112-1,1020
597,79002,英文作文一上,112-1,1020
598,43535,英文作文一上,112-1,1020
599,79138,英文作文一上,112-1,1020
600,73486,英文作文一上,112-1,1020
601,51995,英文作文一上,112-1,1020
602,45273,英文作文一上,112-1,1020
603,64177,英文作文一上,112-1,1020
604,69484,英文作文一上,112-1,1020
605,39479,英文作文一上,112-1,1020
606,28574,英文作文二上,112-1,1020
607,60745,英文作文二上,112-1,1020
608,82834,英文作文二上,112-1,1020
609,15276,英文作文二上,112-1,1020
610,18721,英文作文二上,112-1,1020
611,29011,英文作文二上,112-1,1020
612,83354,英文作文二上,112-1,1020
613,53061,英文作文二上,112-1,1020
614,58417,英文作文二上,112-1,1020
615,61892,英文作文三上,112-1,1020
616,73686,英文作文三上,112-1,1020
617,88621,口譯理論與技巧,112-1,1020
618,43803,英語口語訓練一上,112-1,1020
619,26597,英語口語訓練一上,112-1,1020
620,89334,英語口語訓練一上,112-1,1020
621,65531,英語口語訓練一上,112-1,1020
622,87100,英語口語訓練一上,112-1,1020
623,28039,英語口語訓練一上,112-1,1020
624,40313,英語口語訓練一上,112-1,1020
625,68104,英語口語訓練一上,112-1,1020
626,62932,英語口語訓練一上,112-1,1020
627,44639,英語口語訓練二上,112-1,1020
628,68181,英語口語訓練二上,112-1,1020
629,67907,英語口語訓練二上,112-1,1020
630,52745,英語口語訓練二上,112-1,1020
631,74313,英語口語訓練二上,112-1,1020
632,44859,英語口語訓練二上,112-1,1020
633,60537,服務學習甲,112-1,1030
634,10626,服務學習乙,112-1,1030
635,14753,專題討論一,112-1,1030
636,16129,專題討論一,112-1,1030
637,61436,專題討論一,112-1,1030
638,48885,專題討論一,112-1,1030
639,68646,專題討論一,112-1,1030
640,33705,專題討論一,112-1,1030
641,89225,中國史一,112-1,1030
642,84751,世界史一,112-1,1030
643,75090,臺灣史一,112-1,1030
644,27664,歷史研究與寫作,112-1,1030
645,80332,歷史研究與寫作,112-1,1030
646,17725,宋遼金史,112-1,1030
647,14746,明清史,112-1,1030
648,28543,中國軍事史,112-1,1030
649,42547,日本近代史,112-1,1030
650,24709,近代臺灣城市史,112-1,1030
651,86006,戰後臺灣政治史,112-1,1030
652,60644,中國思想史,112-1,1030
653,36712,西洋藝術史一：上古到中古,112-1,1030
654,27550,義大利文藝復興藝術史一,112-1,1030
655,20259,啟蒙運動史,112-1,1030
656,36433,臺灣近代史,112-1,1030
657,18704,現代中國與世界：1842-1911,112-1,1030
658,11233,近代早期法國婦女史,112-1,1030
659,78108,遼宋金的物質世界,112-1,1030
660,33952,香港的歷史與文化,112-1,1030
661,87756,韓國近代史,112-1,1030
662,72406,史學經典選讀：史記與兩漢書,112-1,1030
663,32364,服務學習甲,112-1,1040
664,58542,服務學習乙,112-1,1040
665,57868,服務學習乙,112-1,1040
666,39066,用ChatGPT做哲學,112-1,1040
667,53501,十九世紀美學,112-1,1040
668,60615,基本邏輯,112-1,1040
669,28558,莊子哲學,112-1,1040
670,33774,應用倫理學,112-1,1040
671,44747,宋明理學,112-1,1040
672,64038,懷疑論,112-1,1040
673,74569,西洋哲學史一,112-1,1040
674,56085,中國哲學史一,112-1,1040
675,14009,梵文二上,112-1,1040
676,49291,專題討論上,112-1,1040
677,50641,專題討論上,112-1,1040
678,77589,專題討論上,112-1,1040
679,13827,專題討論上,112-1,1040
680,70807,當代歐陸哲學,112-1,1040
681,66561,哲學英文,112-1,1040
682,85172,身體與自我意識一,112-1,1040
683,34139,斯多噶哲學,112-1,1040
684,88839,知識論,112-1,1040
685,22262,形上學,112-1,1040
686,95020,先秦儒家哲學專題,112-1,1040
687,33688,心智哲學,112-1,1040
688,30644,亞里斯多德,112-1,1040
689,29123,阿多諾哲學,112-1,1040
690,30379,非古典邏輯,112-1,1040
691,52418,作為生活方式創造者的哲學家,112-1,1040
692,84703,服務學習甲,112-1,1050
693,20089,服務學習乙,112-1,1050
694,72503,服務學習乙,112-1,1050
695,30904,人類學,112-1,1050
696,37919,文化人類學,112-1,1050
697,84032,考古學概論,112-1,1050
698,24368,史前史,112-1,1050
699,33526,考古學史,112-1,1050
700,81866,物質文化研究,112-1,1050
701,73456,博物館學概論,112-1,1050
702,46230,文化田野實習與方法上,112-1,1050
703,13045,考古田野實習與方法上,112-1,1050
704,40299,中國考古學,112-1,1050
705,10769,生態人類學,112-1,1050
706,38286,學士論文上,112-1,1050
707,51367,學士論文上,112-1,1050
708,53904,布農族語一上,112-1,1050
709,33849,泰雅語一上,112-1,1050
710,51095,東亞考古學概論,112-1,1050
711,89963,空間分析,112-1,1050
712,36623,漢人宗教專題,112-1,1050
713,13003,人權與人類學,112-1,1050
714,45812,當代環境主義專題,112-1,1050
715,64123,琉球考古學,112-1,1050
716,71858,東亞與東南亞考古文化遺產中的政治與國家主義,112-1,1050
717,59002,社會考古學,112-1,1050
718,77028,中國西南考古學專題,112-1,1050
719,40869,切片岩相學,112-1,1050
720,69114,人類學的親屬研究,112-1,1050
721,85383,當代東南亞民族誌選讀,112-1,1050
722,27940,普通心理學,112-1,1050
723,15968,社會學,112-1,1050
724,50255,服務學習甲,112-1,1060
725,21832,服務學習乙,112-1,1060
726,55677,參考資源,112-1,1060
727,77129,圖書館學導論,112-1,1060
728,57204,圖書資訊機構實務一,112-1,1060
729,14140,圖書資訊機構實務二,112-1,1060
730,58494,圖書資訊機構實務二,112-1,1060
731,15540,圖書館利用指導,112-1,1060
732,55184,程式設計,112-1,1060
733,12686,電腦網路與通訊,112-1,1060
734,11744,資訊組織一,112-1,1060
735,71468,參考資訊服務,112-1,1060
736,77842,人文學資訊資源與服務,112-1,1060
737,30232,社會科學資訊資源與服務,112-1,1060
738,47868,圖書館資訊系統,112-1,1060
739,19391,專題研究二,112-1,1060
740,48324,專題研究二,112-1,1060
741,58875,專題研究二,112-1,1060
742,85642,專題研究一,112-1,1060
743,79954,專題研究一,112-1,1060
744,68120,專題研究一,112-1,1060
745,50258,專題研究一,112-1,1060
746,69187,專題研究一,112-1,1060
747,18715,學士論文,112-1,1060
748,53015,政府檔案管理,112-1,1060
749,55349,圖書館統計學,112-1,1060
750,78594,資訊檢索,112-1,1060
751,34316,圖書資訊學專題,112-1,1060
752,60463,圖書館史,112-1,1060
753,32630,圖書史,112-1,1060
754,14766,資料庫管理系統,112-1,1060
755,77887,書目療法專題,112-1,1060
756,74679,資訊視覺化,112-1,1060
757,47215,訊息設計與視覺傳達,112-1,1060
758,56066,人際溝通與讀者服務,112-1,1060
759,20270,社會網絡分析與視覺化,112-1,1060
760,26674,服務學習甲,112-1,1070
761,64729,服務學習甲,112-1,1070
762,44524,服務學習甲,112-1,1070
763,49488,初級日語上,112-1,1070
764,12302,日語會話一上,112-1,1070
765,40456,日語會話一上,112-1,1070
766,68635,日語會話一上,112-1,1070
767,75280,日文習作一上,112-1,1070
768,73081,日文習作一上,112-1,1070
769,33989,日文習作一上,112-1,1070
770,38090,日語聽講實習上,112-1,1070
771,70008,日語聽講實習上,112-1,1070
772,20864,日語聽講實習上,112-1,1070
773,42286,中級日語上,112-1,1070
774,22145,中級日語上,112-1,1070
775,27006,日語會話二上,112-1,1070
776,48151,日語會話二上,112-1,1070
777,89734,日語會話二上,112-1,1070
778,72717,日語語法上,112-1,1070
