course_ID,instructor_ID
96001,788
96002,2265
96010,452
98019,555
98020,555
98260,1426
26144,2419
51967,2366
40333,2199
36172,1525
58558,2260
13390,292
26089,2520
50475,808
27144,1925
46282,1441
25388,2552
45476,329
42391,1563
29762,1354
54859,1407
52730,1955
62240,734
12039,1525
48903,1708
16494,381
10018,208
83856,1903
77966,179
22511,1369
31699,1369
3005,2109
3006,335
3007,1565
3008,453
3009,2475
3010,2535
2001,391
57950,81
76227,1342
67903,31
82043,1628
25180,1014
88790,1213
35576,199
83953,1559
53551,2289
25037,1716
26530,10
51321,621
49904,10
74466,429
46094,596
59626,878
80357,507
18667,2527
76966,2533
68803,252
85831,1710
67748,2247
66709,658
34537,133
56001,1257
21740,1289
69175,1654
50199,1654
28748,792
72092,792
67470,2211
41131,691
21249,2527
51136,638
40791,31
39279,437
86532,581
65441,252
44851,821
71021,2533
58452,48
68817,1963
24318,1691
57094,638
26671,2488
62397,1132
34270,2469
15518,1963
67956,1326
42904,877
60705,689
17055,133
68713,1754
32742,1754
45595,187
81966,460
86528,1601
49313,1601
29377,2247
42901,2365
41703,1069
75073,1069
52089,152
44333,596
19805,821
1077,10
1078,570
57950,81
76227,1342
67903,31
82043,1628
60873,1184
34988,1628
15486,882
72810,507
80748,1342
78089,1561
88236,1515
26345,1873
15706,150
67069,878
30242,58
89847,58
35808,691
17821,429
52701,1522
1079,507
79546,2247
74774,1494
47567,518
42174,729
15648,25
13355,592
31974,1812
70392,1440
26158,1339
55548,1158
56597,1339
70576,196
34256,2391
33643,731
15002,385
31535,760
31480,100
24262,2475
52519,838
62945,441
20820,2044
36551,1494
49610,1026
70902,2633
14162,910
74015,846
32787,1094
69928,2452
84680,886
46664,760
20752,102
39419,102
77655,1592
38409,1212
32078,1038
16104,657
57245,102
56598,2400
25758,947
80208,368
30953,1812
14644,2391
49437,2478
52076,385
87662,2630
18431,2357
95030,592
22873,2000
54581,1440
70398,1567
75688,2545
88346,1494
80013,1706
44646,1424
12708,1598
72567,1720
10042,247
30125,1364
55144,1666
16526,2453
40828,383
65879,1424
50436,1026
51915,1976
54490,1520
77928,1322
73597,2496
66177,592
52902,886
54263,100
68034,654
78083,1038
15833,657
18638,2400
29361,947
69247,1592
55468,885
85279,25
20970,1465
42638,715
23023,368
53057,1123
11413,1199
42742,1976
59162,910
20274,1322
75912,261
42407,1465
46783,1465
37482,886
61604,2400
58550,947
11576,1026
68732,261
24190,1520
87225,1465
46542,1976
34825,693
69180,1440
47954,1263
42812,677
21933,2538
17576,1322
27251,1207
61236,102
79002,2087
43535,2475
79138,1494
73486,715
51995,1585
45273,1037
64177,677
69484,2044
39479,677
28574,1567
60745,2087
82834,715
15276,25
18721,2087
29011,715
83354,693
53061,1665
58417,100
61892,2545
73686,729
88621,498
43803,85
26597,2391
89334,715
65531,2624
87100,940
28039,1440
40313,1666
68104,1598
62932,1598
44639,368
68181,85
67907,247
52745,518
74313,518
44859,715
60537,2035
10626,702
14753,1461
16129,501
61436,665
48885,134
68646,1446
33705,2426
89225,2235
84751,1051
75090,328
27664,1802
80332,2192
17725,665
14746,1458
28543,665
42547,702
24709,312
86006,2366
60644,231
36712,1587
27550,1587
20259,2308
36433,1210
18704,1446
11233,1500
78108,1853
33952,2171
87756,2129
72406,2131
32364,2100
58542,619
57868,1570
39066,322
53501,1163
60615,197
28558,996
33774,267
44747,2251
64038,1589
74569,619
56085,873
14009,1570
49291,602
50641,267
77589,322
13827,197
70807,602
66561,2487
85172,1116
34139,1589
88839,322
22262,2306
95020,613
33688,2306
30644,2100
29123,1546
30379,197
52418,2100
84703,1407
20089,309
72503,1483
30904,549
37919,1033
84032,1483
24368,2339
33526,1664
81866,549
73456,1341
46230,2615
13045,269
40299,2465
10769,1556
38286,2297
51367,675
53904,71
33849,2405
51095,1483
89963,2339
36623,1638
13003,1078
45812,309
64123,2297
71858,2465
59002,269
77028,930
40869,1664
69114,2615
85383,1556
27940,1872
15968,1525
50255,1671
21832,1671
55677,587
77129,1550
57204,2627
14140,2627
58494,2627
15540,1048
55184,1161
12686,1161
11744,2627
71468,935
77842,1671
30232,2627
47868,2064
19391,360
48324,935
58875,587
85642,1031
79954,360
68120,587
50258,1161
69187,1671
18715,587
53015,1040
55349,1048
78594,360
34316,1031
60463,1485
32630,1773
14766,1161
77887,2295
74679,1671
47215,964
56066,2295
20270,360
26674,404
64729,730
44524,730
49488,1043
12302,1012
40456,391
68635,2616
75280,391
73081,1292
33989,217
38090,1394
70008,217
20864,391
42286,982
22145,2288
27006,2632
48151,404
89734,730
72717,982
39763,404
16245,730
44138,2632
21495,688
53902,1394
88214,743
60382,1462
62127,743
76148,1043
41354,688
29982,1292
33257,730
22267,730
45927,1462
76377,743
13382,2632
48431,2632
16508,293
59676,730
67269,2616
62908,1491
69347,982
52676,1595
74253,404
73989,1012
68195,1012
29509,1908
62143,1908
25163,748
50316,748
65755,370
29093,370
46996,2250
83830,2250
18553,1273
70492,2145
42195,1008
57549,2464
81617,2250
77349,95
33897,1081
76295,1004
62305,1168
40838,370
48869,306
51341,306
49535,413
79898,413
84053,1392
43842,1392
21657,2250
77045,1945
20033,1205
75585,1411
16861,2060
14054,898
27592,898
28315,1004
59163,2481
27857,834
24769,2060
56413,2082
53517,306
20347,834
58817,1273
77052,1205
35138,2060
50909,1411
29872,834
29015,2060
16817,673
32967,370
31183,306
42379,1392
25763,1908
57161,2250
89964,2060
50620,2060
35975,2415
75241,2409
45404,2428
17046,1691
66024,689
19955,437
42992,1121
46225,1213
21531,133
54370,596
39244,2289
56095,1691
24163,1289
88511,638
34388,792
72415,2533
16053,2469
75194,146
83003,821
65051,1184
81405,621
32885,152
60609,31
52688,1326
15355,638
55500,1289
88907,792
13898,468
29516,1735
64771,1873
11852,570
68298,1121
38744,606
24492,31
68329,1565
76559,442
74846,853
46028,2630
84603,1088
59799,1262
62836,521
58907,107
18293,853
84486,1592
31715,729
85141,385
35681,107
36991,441
72465,693
12704,853
55097,2538
70435,1440
48978,554
55721,1262
14168,1520
41570,910
41436,2453
16335,2496
32501,2496
55245,2124
14268,2235
60759,312
25364,433
38381,1547
49516,2266
48678,231
39629,1461
60042,2235
24046,312
43145,2366
34055,501
34830,1802
86292,1446
53896,411
44180,86
41918,2426
95068,1853
34806,1853
33037,411
40233,2129
78006,2205
31118,2323
22707,328
53331,1446
58939,2618
70106,2099
18151,1802
53866,86
26614,1461
54856,411
84610,2192
83542,134
38219,134
40613,411
22256,2035
18261,702
43519,33
81872,33
41511,873
89069,996
66408,2061
68652,2061
12229,2306
27877,2251
60833,2487
15577,120
85109,775
95021,613
33303,1570
17157,775
66500,602
14033,619
79711,1188
28136,1116
67931,1163
15766,267
45252,2061
55309,1546
66235,2062
68984,1033
23720,2339
62783,2339
11500,1664
56043,2615
44081,1407
42011,269
84516,549
78660,549
22864,1407
95014,200
89932,1033
89932,1033
22938,1407
22938,1407
51384,309
51384,309
51095,1483
89963,2339
36623,1638
13003,1078
45812,309
64123,2297
71858,2465
59002,269
77028,930
40869,1664
69114,2615
85383,1556
22361,2560
86270,1031
84444,2188
54909,360
85471,935
23629,1048
83970,1550
37678,2064
78196,2188
31557,1161
55157,1031
15492,2560
15792,1031
11716,2188
12527,360
35144,935
81973,587
18426,1048
39246,1161
16164,1550
30662,1671
16267,2064
11386,2627
43007,1031
84729,1671
80898,935
82062,1550
64972,360
25052,2627
14766,1161
87586,2188
87586,2188
66207,587
72681,2064
57299,2515
53280,1550
61688,2188
61688,2188
77887,2295
74679,1671
47215,964
56066,2295
20270,360
88600,1012
35311,688
73193,1394
43900,1292
33996,743
81577,1595
68305,1043
79175,2616
50497,2288
27505,982
78990,639
22698,43
62466,2632
38043,1462
53517,306
27908,1908
63224,898
63224,898
44473,1081
12064,1004
16817,673
63695,1482
12495,1896
49183,1896
65931,2402
60337,1979
74263,841
59899,2375
43089,679
77788,1482
49982,1057
77192,1075
55326,293
38332,138
62009,1606
75634,2459
58843,417
22893,2459
40414,2459
62311,417
56548,2459
86155,764
66280,293
63351,764
31753,293
40360,1990
14452,1909
78971,1909
38918,764
53066,1932
86784,582
85736,2139
22926,1098
68298,1121
52813,301
41982,2158
87937,2158
20269,1410
88470,1253
28325,2466
20020,301
68329,1565
84871,487
28612,2103
28664,526
41727,2598
22664,1796
54251,487
79319,1195
50564,2103
78549,1897
37577,861
84795,138
37952,138
56439,1246
45397,1677
34097,1980
55761,138
68776,1677
82379,1980
60325,1246
63123,1677
68960,1980
38697,1677
70850,1515
73069,1674
30526,1653
11544,128
75479,1991
13888,2526
74634,42
47695,865
16658,1360
40511,1401
15069,865
55836,1627
89804,210
22915,1730
35387,1674
67686,2463
41528,1360
18853,311
32184,42
41332,1991
47727,1987
14372,1991
51066,1401
66132,1627
88911,42
20181,1730
70198,1674
25616,2161
85248,1009
61869,1360
69092,1987
83825,42
40740,1360
63890,1939
82065,1674
67289,1278
71631,2329
67468,1653
14871,2526
61435,1227
77753,998
33437,1401
58631,1278
18003,865
23030,1935
63424,2382
10335,128
19457,1627
38741,311
32612,1935
65569,2382
37121,1627
51712,1593
51334,285
57655,285
47874,285
11785,2305
11634,285
52504,285
76721,2305
50272,383
44296,383
16911,1593
14710,1593
42859,1593
11368,383
69501,285
69214,2453
39375,383
47895,383
95084,383
69784,247
64647,285
67707,851
23132,1593
48054,1593
25277,2305
84593,1593
61875,1593
69899,627
36858,383
15478,1706
30131,616
77413,2160
41516,616
3011,335
3012,453
3013,2624
3014,2557
3015,1263
3016,1123
3017,498
2002,1223
17961,940
22860,1203
85891,1171
47379,2603
32523,1221
23381,2603
95113,2138
95114,1395
95115,32
71276,1242
95001,1189
95002,422
95003,1686
95056,1122
95085,1694
26052,1254
47817,981
35461,1122
18626,2168
75633,367
69866,1447
26088,1759
11996,1668
84091,2138
70830,1395
30978,32
13757,1767
46675,1750
52344,1911
89063,911
65900,2304
32005,1686
49111,2020
79369,2568
39858,806
14695,2138
95031,1443
95057,426
54077,538
78564,1729
50886,1729
45416,1363
80086,1363
69104,1174
11173,1852
65678,1111
79311,1174
65373,208
40570,2262
43908,2479
75341,2479
61753,2479
23623,1919
12906,1919
55041,1919
13631,1492
77309,1111
70029,1430
47842,1430
95015,1771
42541,734
50144,375
59029,2074
25092,1061
67862,512
67862,512
10165,512
10165,512
80082,1365
36841,1233
62057,2274
62057,2274
64494,1734
64494,1734
16219,1915
16219,1915
34784,734
16671,1371
69619,352
51593,2130
16209,1111
60507,2239
38383,599
80273,90
14231,2239
58964,599
36320,90
71287,1111
84829,1852
51600,2272
82692,57
33992,2002
45747,1061
87760,2272
30584,57
64886,375
65523,2074
43957,450
29097,1131
56064,1375
61746,1864
80838,2177
20337,2070
56248,2416
82981,2416
76080,598
21105,2272
52806,124
15665,1554
19999,1250
88435,1981
45363,1131
59766,2177
51425,810
75200,2074
59532,2002
31384,1864
24346,1375
20605,450
67370,1226
26141,737
35944,375
84638,2070
16007,667
62482,2325
78148,1403
10163,1848
57199,905
25010,2272
51959,2002
59828,2070
70075,1113
43604,2451
76272,1102
49207,1386
60860,737
55742,1226
32719,667
26656,166
33521,1250
84774,333
12889,1981
66805,1131
30837,2177
86523,810
48893,2144
16987,2074
40450,1864
59043,1375
19901,450
75509,2315
23760,612
82439,737
20348,1102
45301,375
29743,2070
69379,2325
51802,36
71792,166
51488,1250
87552,333
36988,1131
26982,2177
26171,810
26035,2144
55777,1864
80205,1375
18077,1102
27063,375
81342,2070
75831,2325
55166,1729
17632,1729
71287,1111
59765,1174
77652,1725
72173,57
64067,1260
78138,2631
51538,178
10168,1345
10372,744
46537,416
64119,2052
62869,712
41373,1581
11249,1260
84800,2156
12608,1044
72263,178
44144,1345
30784,1552
58935,993
80903,678
16748,854
66783,416
62172,631
62300,416
51985,416
11243,993
31672,260
25127,631
89751,2063
54830,744
71516,744
80265,1581
47508,1260
54291,631
81076,2063
83260,1540
82024,416
39636,1345
84434,2063
67766,1290
42133,1260
14966,631
69343,1540
87091,854
60628,993
30521,993
65964,28
95058,1552
79395,1916
70596,2407
20468,2407
56191,1581
70661,1290
62039,1290
69731,288
47566,631
43979,712
15872,993
95023,1892
84042,744
35101,1581
81675,1320
35434,631
15634,2052
20423,2052
34315,919
11705,2509
15801,2631
27717,1540
83480,1425
88634,90
65657,2184
57133,2101
61467,90
61939,2184
58849,2101
44091,1054
77021,556
35894,720
18894,2031
65888,226
63052,1974
73756,817
35570,2551
75359,2419
55695,1933
20235,685
44784,2229
39428,1623
43672,339
35923,339
76947,339
61581,339
45158,339
15098,339
78774,339
25570,339
46058,629
68605,603
54616,2031
37155,1563
17812,1563
17840,2551
75648,1947
74189,1623
46336,1623
62876,817
59935,2419
50459,2419
30084,226
59461,1974
11773,1933
69973,817
49559,424
45281,1625
86698,339
80078,343
81734,720
32823,1974
69849,1933
84394,685
83171,2419
46496,1933
38978,2229
74487,2551
31114,2551
15968,1525
82019,1729
70081,2304
73601,862
33615,1729
88154,1395
65011,862
48537,1135
47251,1609
70279,1275
82118,1562
29236,1528
83895,1609
65717,1609
56970,904
66684,27
12896,1275
68721,2511
28336,859
40900,1010
76884,1609
38136,1319
73490,2611
37310,1010
41150,346
68334,1607
13954,2511
77091,1275
66885,1562
74414,27
67259,346
35459,1275
89479,859
41565,1135
18700,1010
35902,1609
10807,1281
24258,1319
26049,642
51937,1319
60507,2239
38383,599
80273,90
14231,2239
58964,599
36320,90
13757,1767
59765,1174
77652,1725
16541,598
27724,2549
76005,1284
60332,207
19275,922
24548,2356
78890,1119
28273,1284
30782,2054
39109,1157
76716,2309
72588,2150
49434,1157
13648,727
17234,212
76785,1551
74145,1305
61351,1284
22362,2549
62141,727
80632,1551
24123,1157
63667,2309
61997,922
40288,2356
51013,1918
42884,1918
95052,1918
46675,1750
32288,934
57272,2386
26556,843
80751,815
40192,651
50109,2138
21480,2138
23527,1242
61760,1356
26912,32
79369,2568
39858,806
14695,2138
20273,651
76979,946
88685,1495
95031,1443
95057,426
58884,1915
53650,1363
40037,1957
59673,2013
95069,2312
68510,1365
59642,1695
61971,1109
32370,988
46029,1518
62377,2195
38336,2570
15400,1695
53388,308
54848,82
64711,907
62899,1913
43821,1574
76838,2174
31647,1518
23905,2460
88477,733
34331,988
85677,525
60069,499
69354,1734
56447,499
72278,499
89045,499
38495,499
58593,2474
56703,1957
14783,1338
80095,1915
22259,1363
10077,2147
33026,2013
35629,2536
95111,1648
35244,2312
84010,1365
30141,512
82729,1109
69538,988
36438,1518
22231,734
17733,1695
67862,512
10165,512
80082,1365
36841,1233
62057,2274
64494,1734
16219,1915
41715,2536
25472,1953
42299,1056
73859,2147
95016,1259
95116,185
72405,1338
16671,1371
20305,1808
61726,2312
81637,2272
63561,2272
65069,2110
71184,1113
31121,124
70972,1554
12532,2287
32493,1250
27709,333
16256,1131
56735,2177
69971,2074
21865,2002
13800,1864
19746,1375
84600,450
89406,2315
37358,1226
71310,612
53241,737
52508,1102
12272,375
33241,971
22814,1403
79903,1848
50050,905
46082,2272
37407,2110
64391,1113
17800,124
27405,2287
18661,1250
72147,333
39299,1981
64101,2177
19636,2002
55543,1375
20630,450
82192,2315
88367,1226
73524,612
79774,737
74708,1102
67689,375
74697,2416
24818,598
83654,1131
82023,1981
34525,1375
61382,667
83297,333
86404,2451
65828,1386
51218,667
23213,2070
45643,1981
30268,1848
64017,1403
61317,1403
20791,1848
20869,2325
42275,2325
13010,2272
23333,2272
38449,166
68582,2110
37716,1113
72264,124
26938,1554
73611,2287
53978,1250
66000,333
69514,1981
48299,2416
67840,1131
44691,2177
68418,810
79203,2144
48682,2074
19932,2002
63941,1864
34110,1375
87859,450
57260,2315
21792,1226
54715,612
25966,737
76202,1102
24530,375
64388,2070
30110,667
57977,598
78212,2451
19343,1386
15585,971
31180,2325
19144,1403
76050,1848
25362,242
61221,36
62083,905
65365,2272
35651,166
46332,2110
84892,1113
68871,124
24633,1554
82030,2287
67732,1250
53323,333
61821,1981
28179,2416
48999,1131
81575,2177
75700,810
77792,2144
16174,2074
49153,2002
64409,1864
32199,1375
35135,450
41500,2315
81637,2272
86775,1981
81418,1131
28754,1375
32997,450
30638,2070
85376,905
46082,2272
37407,2110
64391,1113
17800,124
27405,2287
18661,1250
72147,333
39299,1981
64101,2177
19636,2002
55543,1375
20630,450
82192,2315
88367,1226
73524,612
79774,737
74708,1102
67689,375
74697,2416
24818,598
83654,1131
82023,1981
34525,1375
61382,667
83297,333
86404,2451
65828,1386
51218,667
67992,737
41707,737
42184,737
13010,2272
61149,2272
64641,124
49550,1554
41900,2287
71588,1981
63170,1131
22424,810
44433,2144
33837,2002
82633,1864
26653,1375
82235,737
66323,1102
57428,375
80872,2070
59095,667
81502,2451
15980,1386
81317,2325
80862,36
71495,905
65365,2272
35651,166
46332,2110
84892,1113
68871,124
24633,1554
82030,2287
67732,1250
53323,333
61821,1981
28179,2416
48999,1131
81575,2177
75700,810
77792,2144
16174,2074
49153,2002
64409,1864
32199,1375
35135,450
41500,2315
41749,1226
76840,612
29018,737
68728,1102
62773,375
41183,2407
27534,178
77323,178
89140,178
66276,178
53360,416
81315,178
53131,631
88464,2063
46931,1260
95058,1552
79395,1916
70596,2407
20468,2407
56191,1581
70661,1290
62039,1290
69731,288
47566,631
43979,712
15872,993
95023,1892
84042,744
35101,1581
81675,1320
62761,993
35434,631
15634,2052
20423,2052
34315,919
11705,2509
15801,2631
27717,1540
83480,1425
73499,1623
95108,226
44102,339
56068,2316
22479,2316
47157,2031
64560,1054
44916,556
95070,556
61614,720
30902,685
24534,2200
52351,2200
20643,1872
69816,556
24920,2229
38708,2419
48310,2316
12067,1054
70094,556
14671,226
65647,226
82416,226
76546,2067
10084,476
69374,2031
44583,629
60832,2539
79555,2316
67628,569
95086,556
13068,1054
23450,2316
22826,1563
53306,2551
16216,1054
30084,226
59461,1974
11773,1933
49559,424
45281,1625
86698,339
80078,343
81734,720
32823,1974
84394,685
38978,2229
74487,2551
31114,2551
72196,346
61135,346
16463,346
43183,514
19811,346
33473,1562
95032,1943
87674,1607
45056,2611
32409,27
35459,1275
89479,859
41565,1135
18700,1010
35902,1609
10807,1281
38099,1319
73415,1135
24258,1319
26049,642
51937,1319
84986,1305
46168,2309
88466,207
10591,1305
62196,694
95053,2549
69813,1305
29993,2418
77937,2549
38813,727
29530,1305
76489,2356
67482,212
18059,1918
17234,212
76785,1551
74145,1305
61351,1284
22362,2549
62141,727
37229,1918
79343,1918
24123,1157
61997,922
14884,1179
83859,2399
30643,2606
56233,726
66376,2491
63943,35
63943,35
59971,1179
59971,1179
67280,1904
67280,1904
23976,2122
23976,2122
69624,1675
29390,1815
44709,1179
79492,694
70825,2150
66184,1179
16442,1179
59971,1179
57249,2150
26062,1095
81156,2522
86400,1815
17849,532
80531,1856
34156,532
25816,2491
86496,1737
81918,1317
41913,2122
53523,1737
36627,51
36315,2122
55316,2122
38716,1737
17283,364
21353,478
25258,478
23976,2122
61890,2491
83549,2399
48618,753
49321,1786
73537,1854
43698,1786
84150,1095
61364,2606
71838,2606
63943,35
84691,1854
13993,1425
83480,1425
84088,573
47124,530
63350,1921
33370,2606
63553,1854
53695,35
60195,1468
31153,726
33829,920
15494,1320
76266,920
57203,726
69526,726
76133,726
76330,190
67280,1904
58593,2474
62057,2274
64494,1734
41715,2536
73859,2147
11295,189
14138,2147
73671,1695
20305,1808
83695,208
36528,1423
62110,2135
29386,258
78822,1774
16804,1575
41217,1767
38798,512
34800,512
87785,2312
23905,2460
34331,988
80082,1365
36841,1233
62057,2274
64494,1734
16219,1915
41715,2536
86132,1695
40094,512
39441,512
32288,934
57272,2386
80751,815
50109,2138
21480,2138
61760,1356
79369,2568
14695,2138
78027,2379
30009,20
87674,1607
76785,1551
79492,694
32444,1551
89837,396
11891,1551
95059,1551
95060,1551
51084,346
13166,2309
27154,1998
83040,942
38856,1551
37671,396
67002,396
81837,717
35781,396
89733,717
52721,396
95087,942
35585,396
87400,1528
32509,1884
95008,1951
67104,1528
33850,1998
95062,717
12226,1551
76984,1513
62936,116
42441,829
88488,829
70164,600
72766,1916
82004,648
26700,116
63030,2210
40275,1345
3018,1831
3019,335
3020,1720
3021,441
3022,2514
2003,1292
56250,2090
41197,1783
70902,2633
55696,656
80120,2092
72430,2633
85873,910
56010,22
18046,1408
41173,1490
87521,2621
20932,1514
67815,714
48492,1295
13343,628
87631,2151
20169,2520
29435,359
88959,1784
69624,1675
53862,2571
27338,799
80601,1373
50451,1783
50417,1973
48600,720
27410,1490
23837,135
75298,586
44012,586
71329,1490
78733,2520
59559,586
83132,1514
85673,451
44358,2489
37079,388
63593,1784
89881,135
46929,1313
52579,1675
79432,883
32046,1797
77985,1373
37703,883
43083,2009
79254,2259
82701,405
18669,481
38908,2259
84899,586
88159,2410
27410,1490
23837,135
75298,586
44012,586
71329,1490
78733,2520
59559,586
83132,1514
82304,562
44358,2489
37079,388
63593,1784
89881,135
24765,2151
46929,1313
52579,1675
79432,883
32046,1797
77985,1373
37703,883
43083,2009
86258,2202
88635,1675
62109,2151
41006,359
88159,2410
57084,1783
34680,1797
27410,1490
23837,135
75298,586
44012,586
71329,1490
78733,2520
59559,586
83132,1514
63377,2048
44358,2489
37079,388
63593,1784
89881,135
58119,2049
46929,1313
52579,1675
79432,883
32046,1797
77985,1373
37703,883
43083,2009
86258,2202
81786,1295
31308,2009
17527,2049
39706,135
88159,2410
18650,2619
59082,1668
43849,1668
43243,1929
49911,1276
62441,1929
82061,762
17939,762
12291,994
50754,1234
70941,1200
25494,749
62913,762
44379,195
54628,2612
74329,1680
73806,2462
37623,2143
25748,1217
53552,741
60293,1800
86544,2281
48777,1177
55149,798
76672,881
44083,762
65846,762
85360,762
39437,762
80081,2197
66893,816
43197,1107
55843,2269
35998,415
95009,464
82212,2575
63201,195
81878,751
25480,546
70258,1283
28096,1553
86858,1177
59711,2575
40598,464
19807,1972
76761,1640
50032,980
52971,1221
32572,2340
49462,1553
47241,994
19830,2193
79718,1234
66566,2034
20048,213
83273,213
70380,2003
65183,536
77733,1752
43919,493
87342,332
88659,2143
25094,2206
21706,2206
89825,1475
80169,2200
21872,758
80821,697
39815,1564
28669,316
49194,758
49194,758
15236,2299
45922,2299
89228,945
38436,2125
80747,1096
17547,1525
81413,515
59057,945
65409,221
81394,1096
37006,2299
22697,109
63102,46
16646,1564
29840,2518
25808,168
18548,109
57023,1590
27338,799
18222,1248
62149,103
83591,1564
13027,758
95064,1780
49991,2045
49259,1769
80169,2200
55739,697
66332,858
72778,858
68576,2260
15860,1318
35737,990
52865,1249
81407,2107
31065,2260
72731,1883
18486,88
66209,2310
25381,157
33862,1837
58711,1883
95024,1265
95025,858
95093,1728
78471,1955
11014,858
64702,1728
65995,1249
73975,1137
73899,244
36364,990
45779,157
95088,1890
52620,481
89428,628
65950,2621
24135,1783
20620,405
74602,359
79691,2259
30653,451
13084,628
68980,942
74348,481
85709,681
59978,2571
54400,2049
25036,1784
20127,481
85773,2410
88662,1490
48260,1408
43176,562
72195,1803
42863,1490
64454,1783
68561,271
29435,359
88959,1784
69624,1675
53862,2571
27338,799
80601,1373
50451,1783
50417,1973
60496,406
78530,1200
28096,1553
28096,1553
86858,1177
86858,1177
59711,2575
59711,2575
40598,464
40598,464
37242,1929
37242,1929
21025,2269
21025,2269
12719,1553
12719,1553
22464,1385
22464,1385
58791,464
58791,464
52830,1888
52830,1888
67595,2034
67595,2034
61844,690
61844,690
95004,2470
95004,2470
51300,1887
65197,493
65197,493
80469,2499
80469,2499
44000,2499
44000,2499
89849,1445
89849,1445
12755,47
12755,47
60442,2462
74223,2462
34693,415
71237,415
70864,2281
64551,1217
12274,2457
48384,798
