,group_ID,group_name,group_status,capacity,creator_ID,course_ID
109,110,group1,In_progress,2,R10523142,1058
110,111,group2,In_progress,2,B09905020,1058
111,112,group3,In_progress,2,R10142036,1058
112,113,group1,In_progress,2,R10B42125,1059
113,114,group2,In_progress,2,B09201168,1059
114,115,group3,In_progress,2,R11442039,1059
115,116,group4,In_progress,2,B09501309,1059
116,117,group1,In_progress,2,B11102638,1060
117,118,group2,In_progress,2,B11702043,1060
118,119,group3,In_progress,2,B11702006,1060
119,120,group1,In_progress,2,B08A03042,1061
120,121,group1,In_progress,2,B10501347,1062
121,122,group2,In_progress,2,F08922024,1062
122,123,group3,In_progress,2,R11945024,1062
123,124,group1,In_progress,2,B11H01061,1063
124,125,group2,In_progress,2,B09601091,1063
125,126,group3,In_progress,2,B11H02125,1063
126,127,group1,In_progress,2,F09542033,1064
127,128,group1,In_progress,2,B11301150,1066
128,129,group2,In_progress,2,B10206041,1066
129,130,group3,In_progress,2,B10405009,1066
130,131,group4,In_progress,2,F09545005,1066
131,132,group1,In_progress,2,B10401075,1067
132,133,group2,In_progress,2,B08305022,1067
133,134,group3,In_progress,2,B11207052,1067
134,135,group1,In_progress,2,B10A05014,1068
135,136,group1,In_progress,2,B11600011,1070
136,137,group2,In_progress,2,B08304051,1070
137,138,group3,In_progress,2,F09542127,1070
138,139,group4,In_progress,2,B08702039,1070
139,140,group1,In_progress,2,D05948053,1072
140,141,group2,In_progress,2,D09B43035,1072
141,142,group3,In_progress,2,B11601025,1072
142,143,group1,In_progress,2,B12110039,1073
143,144,group2,In_progress,2,B11102126,1073
144,145,group3,In_progress,2,B08208015,1073
145,146,group1,In_progress,2,R07221207,1076
146,147,group2,In_progress,2,B09506041,1076
147,148,group3,In_progress,2,B10703035,1076
148,149,group1,In_progress,2,B11704009,1077
149,150,group2,In_progress,2,B10501073,1077
150,151,group3,In_progress,2,B11403057,1077
151,152,group4,In_progress,2,R10540012,1077
152,153,group1,In_progress,2,B10302100,1078
153,154,group2,In_progress,2,R10948118,1078
154,155,group3,In_progress,2,B09602217,1078
155,156,group4,In_progress,2,B10408032,1078
156,157,group5,In_progress,2,B10305017,1078
157,158,group1,In_progress,5,B10502151,1079
158,159,group2,In_progress,5,B06402217,1079
159,160,group3,In_progress,5,B11401056,1079
160,161,group1,In_progress,2,B09303023,1080
161,162,group2,In_progress,2,B08702045,1080
162,163,group3,In_progress,2,B08903082,1080
163,164,group4,In_progress,2,B10102217,1080
164,165,group1,In_progress,2,B10401026,2001
165,166,group2,In_progress,2,B10607013,2001
166,167,group3,In_progress,2,B09502013,2001
167,168,group4,In_progress,2,B10201043,2001
168,169,group5,In_progress,2,B10701020,2001
169,170,group6,In_progress,2,B10804070,2001
170,171,group1,In_progress,2,B10102005,2002
171,172,group2,In_progress,2,B09905004,2002
172,173,group3,In_progress,2,B08A01048,2002
173,174,group4,In_progress,2,R11622605,2002
174,175,group5,In_progress,2,R11942824,2002
175,176,group1,In_progress,2,B11704011,2003
176,177,group2,In_progress,2,B09907021,2003
177,178,group3,In_progress,2,B11613042,2003
178,179,group4,In_progress,2,R11H42009,2003
179,180,group5,In_progress,2,B10407036,2003
180,181,group6,In_progress,2,B11601011,2003
181,182,group1,In_progress,5,B10505024,2004
182,183,group2,In_progress,5,B10307027,2004
183,184,group3,In_progress,5,B10408032,2004
184,185,group4,In_progress,5,R10622302,2004
185,186,group5,In_progress,5,B07107033,2004
186,187,group6,In_progress,5,B10301102,2004
187,188,group7,In_progress,5,B11615016,2004
188,189,group8,In_progress,5,R11527030,2004
189,190,group9,In_progress,5,B11401126,2004
190,191,group10,In_progress,5,B11902106,2004
191,192,group11,In_progress,5,R11253116,2004
192,193,group12,In_progress,5,B11501111,2004
193,194,group13,In_progress,5,B09507210,2004
194,195,group14,In_progress,5,B07201016,2004
195,196,group15,In_progress,5,B09305028,2004
196,197,group16,In_progress,5,B11313023,2004
197,198,group17,In_progress,5,D01944026,2004
198,199,group1,In_progress,5,R10224047,2005
199,200,group2,In_progress,5,R10223035,2005
200,201,group3,In_progress,5,B10201150,2005
201,202,group4,In_progress,5,B08901241,2005
202,203,group5,In_progress,5,B11401072,2005
203,204,group6,In_progress,5,R09420011,2005
204,205,group7,In_progress,5,B10303055,2005
205,206,group8,In_progress,5,B10B05005,2005
206,207,group9,In_progress,5,B10201216,2005
207,208,group10,In_progress,5,B10505024,2005
208,209,group11,In_progress,5,B10701056,2005
209,210,group12,In_progress,5,B09701048,2005
210,211,group13,In_progress,5,B11701011,2005
211,212,group14,In_progress,5,R10147055,2005
212,213,group15,In_progress,5,B11701025,2005
213,214,group16,In_progress,5,R11741120,2005
214,215,group17,In_progress,5,B11204026,2005
215,216,group18,In_progress,5,B11702125,2005
216,217,group1,In_progress,5,B11606041,2006
217,218,group2,In_progress,5,B11612355,2006
218,219,group3,In_progress,5,B10305004,2006
219,220,group1,In_progress,5,B11614003,2007
220,221,group2,In_progress,5,B09405035,2007
221,222,group3,In_progress,5,B09303045,2007
222,223,group4,In_progress,5,B10301066,2007
223,224,group5,In_progress,5,B10601019,2007
224,225,group6,In_progress,5,B09304119,2007
225,226,group7,In_progress,5,B09601153,2007
226,227,group8,In_progress,5,B11704011,2007
227,228,group1,In_progress,5,B11601026,2008
228,229,group2,In_progress,5,B09405033,2008
229,230,group3,In_progress,5,B08502339,2008
230,231,group4,In_progress,5,B10807023,2008
231,232,group5,In_progress,5,B09601019,2008
232,233,group6,In_progress,5,B10301001,2008
233,234,group7,In_progress,5,R10321015,2008
234,235,group8,In_progress,5,R09423026,2008
235,236,group9,In_progress,5,R08122013,2008
236,237,group1,In_progress,2,B08309080,3001
237,238,group2,In_progress,2,B11708037,3001
238,239,group1,In_progress,2,R11521111,3002
239,240,group2,In_progress,2,R10544011,3002
240,241,group3,In_progress,2,B08901309,3002
241,242,group1,In_progress,2,B10705033,3003
242,243,group2,In_progress,2,B10101019,3003
243,244,group3,In_progress,2,B11401141,3003
244,245,group1,In_progress,2,B09902054,3004
245,246,group1,In_progress,5,B10601120,3005
246,247,group2,In_progress,5,R11625016,3005
247,248,group3,In_progress,5,B09502054,3005
248,249,group1,In_progress,2,B10402005,3006
249,250,group2,In_progress,2,B09901240,3006
250,251,group3,In_progress,2,R11943036,3006
251,252,group4,In_progress,2,B11101019,3006
252,253,group5,In_progress,2,R11945060,3006
253,254,group6,In_progress,2,B11102019,3006
254,255,group1,In_progress,5,B09101066,3007
255,256,group2,In_progress,5,B10502115,3007
256,257,group3,In_progress,5,B10602022,3007
257,258,group1,In_progress,5,B10615004,3008
258,259,group2,In_progress,5,B10A01079,3008
259,260,group3,In_progress,5,B11202638,3008
260,261,group1,In_progress,5,R10722824,3009
261,262,group2,In_progress,5,B10701309,3009
262,263,group3,In_progress,5,B10A06020,3009
263,264,group1,In_progress,2,R11222006,3010
264,265,group2,In_progress,2,B09609011,3010
265,266,group3,In_progress,2,B08502014,3010
266,267,group4,In_progress,2,B11503042,3010
267,268,group5,In_progress,2,B09703039,3010
268,269,group6,In_progress,2,B11612013,3010
269,270,group1,In_progress,5,R11941026,3011
270,271,group2,In_progress,5,R11441098,3011
271,272,group3,In_progress,5,R10B44011,3011
272,273,group4,In_progress,5,B11612208,3011
273,274,group5,In_progress,5,B10407027,3011
274,275,group6,In_progress,5,R10725055,3011
275,276,group7,In_progress,5,B10601140,3011
276,277,group8,In_progress,5,R10543044,3011
277,278,group9,In_progress,5,B09503035,3011
278,279,group10,In_progress,5,B11601004,3011
279,280,group11,In_progress,5,B11108023,3011
280,281,group12,In_progress,5,B08102022,3011
281,282,group13,In_progress,5,B10303118,3011
282,283,group14,In_progress,5,D10624051,3011
283,284,group15,In_progress,5,B10201141,3011
284,285,group16,In_progress,5,B11407027,3011
285,286,group17,In_progress,5,B10302019,3011
286,287,group18,In_progress,5,R10441010,3011
287,288,group1,In_progress,5,B06207044,3012
288,289,group2,In_progress,5,B09505003,3012
289,290,group3,In_progress,5,B10204012,3012
290,291,group4,In_progress,5,R11H41015,3012
291,292,group5,In_progress,5,R11321330,3012
292,293,group6,In_progress,5,R11524013,3012
293,294,group7,In_progress,5,B08611141,3012
294,295,group8,In_progress,5,B09404017,3012
295,296,group9,In_progress,5,R11255035,3012
296,297,group1,In_progress,5,B10301046,3013
297,298,group2,In_progress,5,B10601140,3013
298,299,group3,In_progress,5,B09601037,3013
299,300,group4,In_progress,5,B09504049,3013
300,301,group5,In_progress,5,B11604035,3013
301,302,group6,In_progress,5,B09103152,3013
302,303,group7,In_progress,5,B08502027,3013
303,304,group1,In_progress,5,B09105009,3014
304,305,group2,In_progress,5,B09402355,3014
305,306,group3,In_progress,5,B09501143,3014
306,307,group4,In_progress,5,B09508024,3014
307,308,group5,In_progress,5,B10702001,3014
308,309,group6,In_progress,5,B10A01024,3014
309,310,group7,In_progress,5,F08923008,3014
310,311,group1,In_progress,5,B10705004,3015
311,312,group2,In_progress,5,R09621091,3015
312,313,group3,In_progress,5,B10605055,3015
313,314,group4,In_progress,5,R10227052,3015
314,315,group5,In_progress,5,B10403009,3015
315,316,group6,In_progress,5,B09503068,3015
316,317,group7,In_progress,5,B11509019,3015
317,318,group1,In_progress,5,B11405028,3016
318,319,group2,In_progress,5,B10207036,3016
319,320,group3,In_progress,5,B11102054,3016
320,321,group4,In_progress,5,R10220039,3016
321,322,group5,In_progress,5,R11943003,3016
322,323,group6,In_progress,5,R11743036,3016
323,324,group1,In_progress,5,B11701241,3017
324,325,group2,In_progress,5,B10604003,3017
325,326,group3,In_progress,5,B09503077,3017
326,327,group4,In_progress,5,R10945017,3017
327,328,group5,In_progress,5,B09702106,3017
328,329,group6,In_progress,5,B11401075,3017
329,330,group7,In_progress,5,B10403082,3017
330,331,group8,In_progress,5,B11604013,3017
331,332,group9,In_progress,5,B08702102,3017
332,333,group1,In_progress,2,R11948037,3018
333,334,group2,In_progress,2,B10701240,3018
334,335,group3,In_progress,2,B09501047,3018
335,336,group4,In_progress,2,R10921045,3018
336,337,group1,In_progress,5,B11502004,3019
337,338,group2,In_progress,5,B11305022,3019
338,339,group3,In_progress,5,B09902054,3019
339,340,group4,In_progress,5,R11624204,3019
340,341,group1,In_progress,2,B11608015,3020
341,342,group2,In_progress,2,B11206028,3020
342,343,group3,In_progress,2,R11941347,3020
343,344,group4,In_progress,2,B08502037,3020
344,345,group1,In_progress,2,R10224025,3021
345,346,group2,In_progress,2,F09541041,3021
346,347,group3,In_progress,2,B09A04016,3021
347,348,group4,In_progress,2,R10442717,3021
348,349,group1,In_progress,5,F07440012,3022
349,350,group2,In_progress,5,R10628003,3022
350,351,group3,In_progress,5,B08A01075,3022
351,352,group1,In_progress,5,R10941140,3023
352,353,group2,In_progress,5,R10541011,3023
353,354,group3,In_progress,5,B11707033,3023
354,355,group1,In_progress,2,B11802011,3024
355,356,group2,In_progress,2,R10925016,3024
356,357,group3,In_progress,2,D01941016,3024
357,358,group4,In_progress,2,B10902125,3024
358,359,group5,In_progress,2,B11H01039,3024
359,360,group6,In_progress,2,R09622010,3024
360,361,group1,In_progress,2,B10503065,3025
361,362,group2,In_progress,2,B11401042,3025
362,363,group3,In_progress,2,R10631015,3025
363,364,group4,In_progress,2,B11302028,3025
364,365,group5,In_progress,2,B09402089,3025
365,366,group6,In_progress,2,F09544049,3025
366,367,group1,In_progress,5,B10101240,3026
367,368,group2,In_progress,5,B10901119,3026
368,369,group3,In_progress,5,R10225033,3026
369,370,group1,In_progress,5,B08801150,3027
370,371,group2,In_progress,5,B08611808,3027
371,372,group3,In_progress,5,B10102001,3027
372,373,group1,In_progress,5,B11506005,3028
373,374,group2,In_progress,5,B08502011,3028
374,375,group3,In_progress,5,B11611026,3028
375,376,group1,In_progress,5,B08612028,3029
376,377,group2,In_progress,5,R11944016,3029
377,378,group3,In_progress,5,R10325055,3029
378,379,group4,In_progress,5,B11603150,3029
379,380,group1,In_progress,5,B11702037,3030
380,381,group2,In_progress,5,B11905036,3030
381,382,group3,In_progress,5,B11612034,3030
382,383,group4,In_progress,5,B11617020,3030
383,384,group5,In_progress,5,B08101060,3030
384,385,group6,In_progress,5,B11404204,3030
385,386,group7,In_progress,5,B09901120,3030
386,387,group8,In_progress,5,B08617039,3030
387,388,group9,In_progress,5,B10501073,3030
388,389,group10,In_progress,5,B09302055,3030
389,390,group11,In_progress,5,B09101330,3030
390,391,group12,In_progress,5,B09908024,3030
391,392,group13,In_progress,5,B10102302,3030
392,393,group14,In_progress,5,B10906033,3030
393,394,group15,In_progress,5,B11409007,3030
394,395,group16,In_progress,5,B11701111,3030
395,396,group17,In_progress,5,B10607030,3030
396,397,group1,In_progress,5,B09301240,3031
397,398,group2,In_progress,5,B11902339,3031
398,399,group3,In_progress,5,B11203008,3031
399,400,group4,In_progress,5,B09907022,3031
400,401,group5,In_progress,5,B08701019,3031
401,402,group6,In_progress,5,B10701049,3031
402,403,group7,In_progress,5,B08101011,3031
403,404,group8,In_progress,5,B10102355,3031
404,405,group9,In_progress,5,B10207055,3031
405,406,group10,In_progress,5,B11103018,3031
406,407,group11,In_progress,5,B11705009,3031
407,408,group12,In_progress,5,B11604013,3031
408,409,group13,In_progress,5,B09902025,3031
409,410,group14,In_progress,5,B09301013,3031
410,411,group15,In_progress,5,B09604017,3031
411,412,group16,In_progress,5,B09901097,3031
412,413,group17,In_progress,5,B10A09015,3031
413,414,group1,In_progress,5,B11604119,3032
414,415,group2,In_progress,5,B09501216,3032
415,416,group3,In_progress,5,R09621091,3032
416,417,group4,In_progress,5,B10502005,3032
417,418,group5,In_progress,5,B09902091,3032
418,419,group6,In_progress,5,R11227028,3032
419,420,group7,In_progress,5,B11902024,3032
420,421,group8,In_progress,5,B10601026,3032
421,422,group9,In_progress,5,B08505016,3032
422,423,group10,In_progress,5,B09104013,3032
423,424,group11,In_progress,5,B11707028,3032
424,425,group12,In_progress,5,B08902010,3032
425,426,group13,In_progress,5,B09902034,3032
426,427,group14,In_progress,5,B10503065,3032
427,428,group15,In_progress,5,B10203036,3032
428,429,group16,In_progress,5,B08202043,3032
429,430,group17,In_progress,5,B10301046,3032
430,431,group18,In_progress,5,B11611040,3032
431,432,group19,In_progress,5,B11611052,3032
432,433,group1,In_progress,5,B11B01365,3033
433,434,group2,In_progress,5,B09507028,3033
434,435,group3,In_progress,5,B11902001,3033
435,436,group4,In_progress,5,R10922029,3033
436,437,group5,In_progress,5,B10602102,3033
437,438,group6,In_progress,5,B11615014,3033
438,439,group7,In_progress,5,B10307028,3033
439,440,group8,In_progress,5,R11327057,3033
440,441,group9,In_progress,5,B09601808,3033
441,442,group10,In_progress,5,B10401039,3033
442,443,group11,In_progress,5,B10603022,3033
443,444,group12,In_progress,5,B10201330,3033
444,445,group13,In_progress,5,B10307028,3033
445,446,group14,In_progress,5,B11904047,3033
446,447,group15,In_progress,5,R11258037,3033
447,448,group16,In_progress,5,B10902126,3033
448,449,group17,In_progress,5,B09701057,3033
449,450,group18,In_progress,5,B11618118,3033
450,451,group1,In_progress,5,B10702027,3034
451,452,group2,In_progress,5,B10401042,3034
452,453,group3,In_progress,5,B09301211,3034
453,454,group4,In_progress,5,D03942010,3034
454,455,group5,In_progress,5,B08305022,3034
455,456,group6,In_progress,5,R10541A01,3034
456,457,group7,In_progress,5,B10703049,3034
457,458,group8,In_progress,5,B08501066,3034
458,459,group9,In_progress,5,B09803015,3034
459,460,group10,In_progress,5,B10502027,3034
460,461,group11,In_progress,5,B10707030,3034
461,462,group12,In_progress,5,R10522034,3034
462,463,group13,In_progress,5,R10522013,3034
463,464,group14,In_progress,5,B08507052,3034
464,465,group1,In_progress,5,B11201066,3035
465,466,group2,In_progress,5,R11943152,3035
466,467,group3,In_progress,5,B10405026,3035
467,468,group4,In_progress,5,B09502025,3035
468,469,group5,In_progress,5,B10607210,3035
469,470,group6,In_progress,5,B11201808,3035
470,471,group7,In_progress,5,B10501066,3035
471,472,group8,In_progress,5,R11252039,3035
472,473,group9,In_progress,5,B11H01001,3035
473,474,group10,In_progress,5,B10901001,3035
474,475,group11,In_progress,5,B09801097,3035
475,476,group12,In_progress,5,B11601141,3035
476,477,group13,In_progress,5,B10A02055,3035
477,478,group14,In_progress,5,B09606035,3035
478,479,group15,In_progress,5,B07203133,3035
479,480,group16,In_progress,5,R10222125,3035
480,481,group17,In_progress,5,B10602029,3035
481,482,group1,In_progress,5,B11901001,3036
482,483,group2,In_progress,5,B11203065,3036
483,484,group3,In_progress,5,B10403055,3036
484,485,group4,In_progress,5,R11940016,3036
485,486,group5,In_progress,5,B10802102,3036
486,487,group6,In_progress,5,B10508025,3036
487,488,group7,In_progress,5,B10A03055,3036
488,489,group8,In_progress,5,R10221039,3036
489,490,group9,In_progress,5,R11251126,3036
490,491,group10,In_progress,5,B11501111,3036
491,492,group11,In_progress,5,B11302302,3036
492,493,group12,In_progress,5,B10702009,3036
493,494,group13,In_progress,5,R11527054,3036
494,495,group14,In_progress,5,R10A28015,3036
495,496,group1,In_progress,5,R10223040,3037
496,497,group2,In_progress,5,B10602025,3037
497,498,group3,In_progress,5,B11302019,3037
498,499,group4,In_progress,5,B08502034,3037
499,500,group5,In_progress,5,B10302125,3037
500,501,group6,In_progress,5,B11902025,3037
501,502,group7,In_progress,5,B08303049,3037
502,503,group8,In_progress,5,B10A01001,3037
503,504,group9,In_progress,5,R11520016,3037
504,505,group10,In_progress,5,R11621004,3037
505,506,group11,In_progress,5,B10401017,3037
506,507,group12,In_progress,5,B11401072,3037
507,508,group13,In_progress,5,B09901004,3037
508,509,group14,In_progress,5,B11301010,3037
509,510,group1,In_progress,5,R11948037,3038
510,511,group2,In_progress,5,R10445035,3038
511,512,group3,In_progress,5,B10611140,3038
512,513,group4,In_progress,5,B10203026,3038
513,514,group5,In_progress,5,B11505003,3038
514,515,group6,In_progress,5,B10506035,3038
515,516,group7,In_progress,5,B10306020,3038
516,517,group8,In_progress,5,B10505004,3038
517,518,group9,In_progress,5,B10A02019,3038
518,519,group10,In_progress,5,B11601204,3038
519,520,group11,In_progress,5,B09701231,3038
520,521,group12,In_progress,5,B11H02011,3038
521,522,group13,In_progress,5,B10201013,3038
522,523,group14,In_progress,5,B11605022,3038
523,524,group15,In_progress,5,B09801068,3038
524,525,group16,In_progress,5,B07205024,3038
525,526,group17,In_progress,5,B10201204,3038
526,527,group18,In_progress,5,R11922016,3038
527,528,group19,In_progress,5,B08A02217,3038
528,529,group1,In_progress,5,B11H05035,3039
529,530,group2,In_progress,5,B08302261,3039
530,531,group3,In_progress,5,B11508025,3039
531,532,group4,In_progress,5,B10203008,3039
532,533,group5,In_progress,5,R11621011,3039
533,534,group6,In_progress,5,B07401015,3039
534,535,group7,In_progress,5,B11407A03,3039
535,536,group8,In_progress,5,B10801025,3039
536,537,group9,In_progress,5,D01947044,3039
537,538,group10,In_progress,5,B10707027,3039
538,539,group11,In_progress,5,B09502102,3039
539,540,group12,In_progress,5,B08105003,3039
540,541,group13,In_progress,5,B10502039,3039
541,542,group14,In_progress,5,B11401126,3039
542,543,group15,In_progress,5,B10102142,3039
543,544,group16,In_progress,5,B11700027,3039
544,545,group17,In_progress,5,B09A01091,3039
545,546,group18,In_progress,5,B10202083,3039
546,547,group1,In_progress,5,B11605055,3040
547,548,group2,In_progress,5,B11702091,3040
548,549,group3,In_progress,5,B08903152,3040
549,550,group4,In_progress,5,B09901010,3040
550,551,group5,In_progress,5,B09101079,3040
551,552,group6,In_progress,5,B10302010,3040
552,553,group7,In_progress,5,B10603048,3040
553,554,group8,In_progress,5,B10601001,3040
554,555,group9,In_progress,5,B09A01066,3040
555,556,group10,In_progress,5,B11403068,3040
556,557,group11,In_progress,5,B11504016,3040
557,558,group12,In_progress,5,B10207028,3040
558,559,group13,In_progress,5,B11102119,3040
559,560,group14,In_progress,5,B10707023,3040
560,561,group15,In_progress,5,B11301011,3040
561,562,group16,In_progress,5,B10209019,3040
562,563,group17,In_progress,5,B11611204,3040
563,564,group18,In_progress,5,R10521016,3040
564,565,group19,In_progress,5,R09621060,3040
565,566,group1,In_progress,5,B09402127,3041
566,567,group2,In_progress,5,R11223142,3041
567,568,group3,In_progress,5,B10307020,3041
568,569,group4,In_progress,5,B10208024,3041
569,570,group5,In_progress,5,B10509021,3041
570,571,group6,In_progress,5,B10202043,3041
571,572,group7,In_progress,5,B09704047,3041
572,573,group8,In_progress,5,B10801019,3041
573,574,group9,In_progress,5,R11621070,3041
574,575,group10,In_progress,5,B11B06005,3041
575,576,group11,In_progress,5,B11202025,3041
576,577,group12,In_progress,5,R11743003,3041
577,578,group13,In_progress,5,B10707074,3041
578,579,group14,In_progress,5,B09903042,3041
579,580,group15,In_progress,5,B11401006,3041
580,581,group16,In_progress,5,B10502025,3041
581,582,group17,In_progress,5,R10941046,3041
582,583,group18,In_progress,5,B11404081,3041
583,584,group19,In_progress,5,B11201047,3041
584,585,group20,In_progress,5,B11701330,3041
585,586,group1,In_progress,5,R11522083,3042
586,587,group2,In_progress,5,B10601097,3042
587,588,group3,In_progress,5,B11601168,3042
588,589,group4,In_progress,5,B08611152,3042
589,590,group1,In_progress,5,B11616035,3043
590,591,group2,In_progress,5,B11603068,3043
591,592,group3,In_progress,5,B11701070,3043
592,593,group4,In_progress,5,R11945024,3043
593,594,group5,In_progress,5,B09801011,3043
594,595,group1,In_progress,5,F08521150,3044
595,596,group2,In_progress,5,B10301347,3044
596,597,group3,In_progress,5,B10701241,3044
597,598,group4,In_progress,5,B11706028,3044
598,599,group5,In_progress,5,B11701011,3044
599,600,group6,In_progress,5,B11707210,3044
600,601,group7,In_progress,5,R10643035,3044
601,602,group8,In_progress,5,B09102025,3044
602,603,group9,In_progress,5,B11H01068,3044
603,604,group1,In_progress,5,B10405034,3045
604,605,group2,In_progress,5,B11602039,3045
605,606,group3,In_progress,5,B09102151,3045
606,607,group4,In_progress,5,R11528118,3045
607,608,group5,In_progress,5,B10A06023,3045
608,609,group6,In_progress,5,B10702717,3045
609,610,group7,In_progress,5,B09604017,3045
610,611,group8,In_progress,5,B11503028,3045
611,612,group9,In_progress,5,B11402605,3045
612,613,group1,In_progress,5,B09607044,3046
613,614,group2,In_progress,5,F09548004,3046
614,615,group3,In_progress,5,B10201043,3046
615,616,group4,In_progress,5,R11943082,3046
616,617,group5,In_progress,5,B10400047,3046
617,618,group6,In_progress,5,R11929026,3046
618,619,group7,In_progress,5,B11208025,3046
619,620,group8,In_progress,5,B10602022,3046
620,621,group9,In_progress,5,B10401239,3046
621,622,group1,In_progress,5,B05309007,3047
622,623,group2,In_progress,5,B10205036,3047
623,624,group3,In_progress,5,R11949015,3047
624,625,group1,In_progress,2,B09501153,3048
625,626,group2,In_progress,2,B09403055,3048
626,627,group3,In_progress,2,B07A02039,3048
627,628,group4,In_progress,2,B08102005,3048
628,629,group5,In_progress,2,R10523044,3048
629,630,group1,In_progress,5,B09601013,3049
630,631,group2,In_progress,5,R11942129,3049
